mpID,wyckoff,number_of_atoms,equivalent_wyckoff_labels_number,synthesisability
icsd-51255,AB2CD5_oP18_51_a_2f_c_2efj:Ba-Co-Eu-O,18,8,1
icsd_128284,A6B25CD33E4_mP276_14_6e_25e_e_33e_4e:Fe-H-K-O-P,276,69,1
icsd-176632,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd-70158,AB6C6_hP13_191_a_cde_i:Er-Ge-Mn,13,5,1
icsd-149171,A2B6C_cF36_225_c_e_a:Cs-I-Zr,36,3,1
icsd-44811,A7B2C_aP20_2_7i_2i_i:O-P-Ti,20,10,1
icsd_139180,A2B_oP6_58_g_a:O-Si,6,2,1
icsd-176777,A5BC5DE_mP26_11_3ef_e_3ef_e_a:H-N-O-P-V,26,11,1
icsd_63349,AB_cF8_225_a_b:Ba-O,8,2,1
icsd-144606,A2B_cF24_227_2c_b:Co-Tb,24,3,1
icsd-137778,AB_oP8_62_c_c:Se-Sn,8,2,1
icsd_123077,ABC6D_oP36_33_a_a_6a_a:Fe-Ho-O-W,36,9,1
icsd_116339,AB_hP4_194_a_c:Mn-Te,4,2,1
icsd-129336,AB2C2_oI10_71_a_f_h:Al-La-Ni,10,3,1
icsd_127937,ABC3D_oP24_62_c_c_3c_c:Cu-Nd-Se-Sr,24,6,1
icsd-137902,ABC_hP9_189_ad_g_f:Cu-In-Tb,9,4,1
icsd-47944,A2BC4_cF56_227_c_b_e:Cr-Fe-S,56,3,1
icsd-45979,A2BC2D12E3_mC80_15_f_e_ae_6f_ef:Co-Fe-Na-O-P,80,12,1
icsd-126610,A2B2C7D_tP24_113_e_e_cef_a:Be-Nd-O-Si,24,6,1
icsd-386497,A2B_cF24_227_c_a:O-Si,24,2,1
icsd-74377,AB3C_oP20_62_a_cd_c:Fe-O-Sm,20,4,1
icsd-175337,AB6C2D_cF40_225_a_e_c_b:Ag-Cl-Cs-In,40,4,1
icsd-45996,ABC_oC12_63_a_c_c:Al-Ge-Ho,12,3,1
icsd-146904,A6BC3_hP20_163_i_c_af:Cl-In-Na,20,4,1
icsd-176848,A2BC4_tI28_141_c_b_h:Cu-Ge-O,28,3,1
icsd-146457,AB2C5D5E2_mP60_14_e_2e_5e_5e_2e:B-Cu-F-O-Te,60,15,1
icsd-59223,AB4C_mC24_15_e_2f_e:Dy-O-Ta,24,4,1
icsd-126893,A3B2CD14E3_oP92_62_cd_d_c_4c5d_cd:K-Mg-Mo-O-P,92,15,1
icsd-144755,AB3C_hP10_194_c_h_a:Ba-Se-V,10,3,1
icsd-146768,AB2_cF12_225_a_c:Ce-O,12,2,1
icsd_139179,A2B_oP6_58_g_a:O-Si,6,2,1
icsd-48432,A2B3CD6_oP48_62_2c_cd_c_4cd:B-K-Nd-O,48,10,1
icsd_128338,AB4C_hP108_176_hi_2h5i_hi:Al-O-P,108,11,1
icsd-174249,AB3C_oP20_62_a_cd_c:Ni-O-Pr,20,4,1
icsd-148776,A3B2C9D_hP30_176_af_f_hi_b:Ba-Mo-O-Sr,30,6,1
icsd-128927,A_hR3_166_a:Bi,3,1,1
icsd-145514,AB2C7D2E2_oC56_63_c_e_c2eg_g_e:La-Li-O-Ta-Ti,56,8,1
icsd-138024,A8B3C4_oP30_55_g3h_ag_gh:Bi-Ca-Pd,30,8,1
icsd_127921,A2BC4_hR126_148_2f_f_4f:Be-Ge-O,126,7,1
icsd-70908,A2BC3_oP24_62_2c_c_3c:Ba-Mn-Se,24,6,1
icsd-139320,A2BC4D_tP8_123_h_a_i_b:Bi-Cl-O-Sm,8,4,1
icsd-144610,ABC4_mC48_12_gi_hi_2i3j:Mg-Mo-O,48,9,1
icsd-46990,ABC3_oP20_62_a_c_cd:Fe-Nd-O,20,4,1
icsd-64418,A_hP4_186_ab:C,4,2,1
icsd_123962,A4B26C4DE24_aP59_2_2i_13i_2i_a_12i:C-H-Mo-Ni-O,59,30,1
icsd_127188,A5B3C2_tP40_128_egh_dh_h:Ge-Ru-Sm,40,6,1
icsd-146787,A2BCD4_tI32_140_h_c_a_l:B-Cr-Si-Ta,32,4,1
icsd-45715,ABC2D3_oP56_61_c_c_2c_3c:As-Cs-Cu-S,56,7,1
icsd-147315,A2B3C9_oF112_43_b_ab_a4b:Al-C-O,112,8,1
icsd-47952,A5B3_mP32_13_ef4g_ab2g:O-V,32,10,1
icsd-129009,A2B3CD8_mP28_4_2a_3a_a_8a:As-Cs-La-S,28,14,1
icsd-70322,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd-128618,A2B7C2_cF88_227_c_af_d:Eu-O-Ti,88,4,1
icsd-70637,ABC_hP6_186_b_a_b:Au-Er-Ge,6,3,1
icsd-201936,A3B3C_cP7_221_c_d_a:Br-Ca-P,7,3,1
icsd-45980,AB2C2D12E3_oI80_74_a_be_g_hi2j_eg:Fe-Na-Ni-O-P,80,10,1
icsd-175321,AB2C_cF16_225_a_c_b:Li-Pd-Si,16,3,1
icsd_116513,ABCD50E4F6_mP252_14_e_e_e_50e_4e_6e:Cs-K-Lu-O-Se-Ta,252,63,1
icsd_127999,A2B3C_cP24_213_c_d_a:Co-Mo-N,24,3,1
icsd-128970,A3B2C9_oP56_62_a2c_2c_5c2d:Cu-Mo-O,56,12,1
icsd-177598,A20BCD22E5_aP98_2_20i_i_i_22i_5i:H-Mg-N-O-V,98,49,1
icsd_60461,ABC3D_mP24_14_e_e_3e_e:Ba-N-O-Tc,24,6,1
icsd_115942,AB4_cP40_205_c_cd:C-F,40,3,1
icsd-129232,A2BC6DE_mP22_11_2e_e_2e2f_e_e:B-K-O-Sr-Y,22,9,1
icsd_61620,A6BC4D2E_mP56_14_6e_e_4e_2e_e:F-Ge-H-O-Sr,56,14,1
icsd-149560,A2BC6D_mP20_14_e_a_3e_d:Er-Mg-O-Ti,20,6,1
icsd-139232,ABCD3_oC24_63_c_a_c_cf:Cu-Er-Sr-Te,24,5,1
icsd_127130,A_mC32_15_4f:C,32,4,1
icsd-149130,ABC2_cF16_225_a_b_c:Al-Mn-V,16,3,1
icsd-48170,A2B7C2_cF88_227_c_af_d:Eu-O-Ti,88,4,1
icsd_127425,A2B_hP9_152_c_a:O-Si,9,2,1
icsd-149075,A2B7C2_oP44_33_2a_7a_2a:Gd-O-Si,44,11,1
icsd-175819,A2B_oI12_71_eg_f:Te-U,12,3,1
icsd_127075,A_oC32_64_dfg:C,32,3,1
icsd-137739,AB4CDE_mP32_14_e_4e_e_e_e:Cl-O-Rb-S-Zn,32,8,1
icsd_124209,ABC3D_hP36_190_3h_af_3h3i_2g:C-F-O-Sm,36,13,1
icsd-52087,AB_cF8_225_a_b:Mg-O,8,2,1
icsd-129377,A7B8CD16_aP64_2_7i_8i_i_16i:B-H-Nd-O,64,32,1
icsd-49331,ABC4D_oP28_62_c_c_2cd_c:K-P-S-Sr,28,6,1
icsd-70375,AB19C7_hP54_188_a_ghk2l_cl:Gd-O-Ta,54,8,1
icsd-47905,A4B5_oC36_63_acf_c2f:Fe-O,36,6,1
icsd-175399,AB3C_oP20_62_c_cd_c:Ba-O-Pt,20,4,1
icsd_124435,AB3C11D_hR96_167_b_e_cef_a:Cs-N-O-U,96,6,1
icsd-144978,A5BC8_cP56_212_cd_a_ce:Ga-Li-O,56,5,1
icsd_128945,A4B2C9_aP30_2_4i_2i_9i:As-Nd-O,30,15,1
icsd-148058,AB2C3_hP36_169_a_2a_3a:Ge-Li-S,36,6,1
icsd_125224,A6BCD4E6F2G2_mP44_14_3e_a_d_2e_3e_e_e:C-Ca-Fe-H-N-Na-O,44,12,1
icsd-42341,A9B3CD31E6_hR150_160_bc_b_a_a4b3c_c:Al-B-Na-O-Si,150,13,1
icsd-137806,AB4C2D_tP32_90_ac_2g_g_bc:Cl-O-Sb-Tb,32,7,1
icsd_124966,A2B9C8D18E_hP76_165_d_fg_dg_3g_b:Br-C-Ce-N-O,76,9,1
icsd_128251,A9BC28D7E_hR276_161_3b_a_a9b_a2b_a:Ca-H-O-P-Zn,276,18,1
icsd-144796,A_cI2_229_a:La,2,1,1
icsd-70477,AB6C4_hR66_167_b_f_ae:Cd-Cl-Rb,66,4,1
icsd-174770,A2BC4_tI28_141_c_b_h:Cr-Ni-O,28,3,1
icsd-175862,A6B2C_cF36_225_e_c_a:Cl-Cs-Ir,36,3,1
icsd-146601,A2BC6D_hR30_148_c_a_f_b:Ba-Nd-O-Sb,30,4,1
icsd-147913,A3B4CD12_hR60_155_e_ad_b_2df:Al-B-Eu-O,60,7,1
icsd-200464,ABC4D_mP28_14_e_e_4e_e:H-K-O-Te,28,7,1
icsd-137742,ABC4DE_mP32_14_e_e_4e_e_e:Br-Cs-O-S-Zn,32,8,1
icsd-147440,A3B_tI32_139_im_de:Si-Tm,32,4,1
icsd-175161,AB6C2D_hR60_166_c_2h_2c_ab:Ag-Cl-Cs-Rh,60,7,1
icsd-60027,AB4C_mC24_15_e_2f_e:Ho-O-Ta,24,4,1
icsd-170363,ABCD5_hP16_194_c_a_d_fh:C-K-Np-O,16,5,1
icsd-126503,ABC2_hP8_194_a_c_f:C-Ga-Sc,8,3,1
icsd_57339,A2B4C25D6_hP37_147_c_2d_a4g_g:B-Cd-O-S,37,9,1
icsd-145538,ABC2_hR12_166_a_b_c:Co-Li-O,12,3,1
icsd-138008,A10B10CD_mC88_15_5f_5f_c_e:H-O-Pt-S,88,12,1
icsd-147155,AB17C2D4_hP48_165_b_df2g_d_cd:Ba-O-P-W,48,8,1
icsd-175024,A2B3_hR30_167_c_e:Al-O,30,2,1
icsd-177019,A3BC_tI10_107_ab_a_a:Al-Cu-Sm,10,4,1
icsd-70861,ABCD6_oP36_33_a_a_a_6a:I-K-Mo-O,36,9,1
icsd_57293,A10B3C8D3_mP96_14_10e_3e_8e_3e:H-N-O-P,96,24,1
icsd-126915,A8B3C14D3_oP56_31_4b_ab_4a5b_ab:H-N-O-U,56,17,1
icsd-70532,A5BC8D2_mP64_14_5e_e_8e_2e:H-Nd-O-Se,64,16,1
icsd_139155,AB3C_hR30_148_c_f_c:Mg-O-Si,30,3,1
icsd-144779,AB7CD2E_mP48_14_e_7e_e_2e_e:K-O-Sc-Si-Sr,48,12,1
icsd-139249,AB12C3D_mP68_14_e_12e_3e_e:Mn-O-Se-Zr,68,17,1
icsd-147856,A_hP2_194_c:Tb,2,1,1
icsd-200872,AB_hP4_186_b_b:O-Zn,4,2,1
icsd-177330,ABC2_hP12_152_a_b_c:Ba-Co-O,12,3,1
icsd-200608,AB12CD11E_mP104_14_e_12e_e_11e_e:C-H-Ni-O-Ru,104,26,1
icsd-49825,AB2C5_tI32_140_a_h_cl:In-Pb-Yb,32,4,1
icsd-43878,A6B2C_mP18_14_3e_e_a:O-Se-Zr,18,5,1
icsd_89253,ABC_oC24_64_d_e_f:La-O-S,24,3,1
icsd_128482,AB6C2D2E_tP48_136_c_efk_fg_j_d:F-O-Rb-Si-Yb,48,8,1
icsd_124858,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd_136865,AB14C3_mC72_5_ab_14c_3c:Er-O-Re,72,19,1
icsd-176937,AB2C6D_mP40_14_e_2e_6e_e:H-La-O-Ru,40,10,1
icsd-52101,AB6CD2_mP20_14_a_3e_d_e:In-O-Sb-Sr,20,6,1
icsd_116354,ABC2D_mC60_15_cf_ef_3f_ef:La-N-O-Si,60,9,1
icsd-64199,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-144391,A2B3C3D12_cI160_230_a_d_c_h:Al-Ge-Mn-O,160,4,1
icsd_125434,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd_115597,ABCD3E_oP28_29_a_a_a_3a_a:F-H-Hg-O-Te,28,7,1
icsd-45781,A2B_hP3_164_d_a:Te-Zr,3,2,1
icsd_128343,A2B7C2_hP66_175_2j_7j_2j:Al-O-P,66,11,1
icsd_63631,A4B_oC60_41_6b_ab:Au-Si,60,8,1
icsd-147102,ABC2D5_oP36_62_c_c_2c_c2d:Ba-Cu-Eu-O,36,7,1
icsd-175423,ABC8D_mC44_15_a_e_4f_e:Ba-Ca-F-Hf,44,7,1
icsd-49608,A3BC_tP5_99_ac_b_a:O-Pb-Ti,5,4,1
icsd-149665,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd-146590,A2BC6D_mP20_14_e_a_3e_d:Ca-Er-O-Sb,20,6,1
icsd_127665,A3BC_cP5_221_c_a_b:O-Sr-Ti,5,3,1
icsd-48330,A2B2C_tI10_139_e_d_a:Dy-O-Te,10,3,1
icsd-49872,ABC4D_oP56_62_2c_2c_2c3d_2c:Ba-Fe-O-Yb,56,11,1
icsd-45851,ABC5D15_oP88_33_a_a_5a_15a:Ce-Cu-I-O,88,22,1
icsd_124419,A4BC11_hR96_167_be_a_cef:N-Np-O,96,6,1
icsd-144811,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-129422,A3BC2_cP24_213_d_a_c:Mo-N-Ni,24,3,1
icsd_136832,A2B_cP12_205_c_a:Cl-Fe,12,2,1
icsd-147694,AB_oC16_36_b_2a:O-Sn,16,3,1
icsd-139072,ABC_tP6_129_a_c_c:F-La-Se,6,3,1
icsd-48625,ABC3D_oC24_63_c_c_cf_a:Cu-Na-Se-U,24,5,1
icsd-70359,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-46857,ABCD4_hP168_173_4c_4c_a2b3c_16c:Ga-Ge-K-O,168,30,1
icsd-175989,AB_oP8_62_c_c:Ge-Te,8,2,1
icsd-77259,AB_cF8_225_a_b:S-Sc,8,2,1
icsd-146640,ABCD_tP8_129_c_a_b_c:Bi-Li-O-S,8,4,1
icsd_116342,AB_oP8_62_c_c:Mn-Te,8,2,1
icsd_115997,ABC_mP24_14_2e_2e_2e:Cr-Nb-P,24,6,1
icsd-138049,A4BC13D156E40_tI428_82_g_a_c3g_ef38g_10g:As-K-Na-O-W,428,56,1
icsd_124376,ABC6DE2_oP44_29_a_a_6a_a_2a:Bi-F-O-Pb-Se,44,11,1
icsd-200560,A3B9C4_hR96_167_ac_ef_2c:Ba-O-Y,96,6,1
icsd-42951,A3B_tI8_139_ad_b:Ce-Cu,8,3,1
icsd-176649,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-46292,A7BC2_aP20_2_7i_be_2i:O-Os-P,20,11,1
icsd-138360,A2B3C2D8_tP30_116_e_ci_f_2j:Ge-Hg-Na-Se,30,6,1
icsd-139121,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd_61533,AB6CD4E2_mP56_14_e_6e_e_4e_2e:Ca-F-Ge-H-O,56,14,1
icsd-176130,A2B_mP12_14_2e_e:O-Zr,12,3,1
icsd-149673,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd_127736,AB2_oC12_63_c_2c:Ga-O,12,3,1
icsd-158127,A4B2C2D9_oP68_57_2e_e_2d_c2d3e:Ba-Cd-Ge-Te,68,11,1
icsd_126577,A6BC8D_oP128_57_4d4e_cd_4d6e_cd:B-Cs-H-O,128,22,1
icsd-147378,A12B2C7_oP84_62_4c4d_2c_c3d:F-Nb-Te,84,14,1
icsd_123325,A2B5C2D2EF4G2_oC36_38_d_ade_e_d_b_f_d:C-Cl-Cs-H-K-O-Pb,36,9,1
icsd-49188,A3BC2D6_mP48_14_3e_e_2e_6e:B-Cs-H-O,48,12,1
icsd_85231,AB3C_oP20_62_a_cd_c:Fe-O-Sm,20,4,1
icsd-46787,A6BC4D_tI48_122_de_a_e_b:H-N-O-P,48,5,1
icsd-145715,AB4_cI10_229_a_c:Cr-Ga,10,2,1
icsd-138225,AB3C_oP20_62_a_cd_c:Cr-O-Tm,20,4,1
icsd-144807,ABC2_hP4_164_a_b_d:Cr-Li-Te,4,3,1
icsd-126515,A6B_cP7_221_e_b:B-Ce,7,2,1
icsd-70898,AB4CDE3_oI40_46_b_2bc_a_b_bc:Cs-F-Hf-I-O,40,8,1
icsd_56882,A2B3_oP20_60_d_cd:Rh-S,20,3,1
icsd-175527,A6B2C6D_aP15_2_3i_i_3i_a:Cl-Na-O-Pt,15,8,1
icsd-64422,AB_cF8_225_a_b:Mg-S,8,2,1
icsd_127448,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-149448,A2BC2_oF20_42_c_a_d:Cl-Mo-O,20,3,1
icsd-144780,AB7CD2E_mP48_14_e_7e_e_2e_e:K-O-Sc-Si-Sr,48,12,1
icsd-59219,AB4C_mC24_15_e_2f_e:Eu-O-Ta,24,4,1
icsd-70174,ABC4D_oP28_62_c_a_2cd_c:Mn-Na-O-P,28,6,1
icsd-174789,A2B2C4D7_oP60_62_2c_2c_4c_7c:Ga-O-Pr-Se,60,15,1
icsd-146181,A2B_tP6_136_f_a:O-Sn,6,2,1
icsd-176537,A6B3CD_cI88_199_2c_c_a_a:F-H-Nb-O,88,5,1
icsd_125249,ABC2_hR12_166_a_b_c:Co-Li-O,12,3,1
icsd-48721,ABC3D9_mP56_14_e_e_3e_9e:Ba-H-I-O,56,14,1
icsd-146928,A5B6C13D2E_mP108_14_5e_6e_13e_2e_e:C-H-O-Rb-Sb,108,27,1
icsd_128882,A7B3C2_tI24_139_aeg_be_e:O-Sr-Ti,24,6,1
icsd-144850,AB3C_mP20_14_e_3e_ab:La-O-V,20,6,1
icsd-149761,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-176188,ABCD3_oC24_63_c_c_a_cf:Ba-Cu-Gd-Se,24,5,1
icsd-144503,AB2C8D2_mP26_14_a_e_4e_e:Cu-H-O-S,26,7,1
icsd-70318,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd_115754,A3BC4_tP16_114_ad_b_e:Na-P-S,16,4,1
icsd-49998,AB6C2D_mC20_12_a_ij_i_d:Ni-O-Sr-Te,20,5,1
icsd_59019,A2B4CD_tI16_121_d_i_a_b:Na-S-Sn-Zn,16,4,1
icsd-41852,A2B2CDE4_mP40_14_2e_2e_e_e_4e:Br-Cs-In-P-S,40,10,1
icsd-176536,A6B3CD_oI88_45_6c_3c_c_c:F-H-Nb-O,88,11,1
icsd-48720,ABC_mC12_12_i_i_i:I-Sb-Te,12,3,1
icsd-119938,A2BC2D6_hR33_166_c_a_c_2h:C-Ca-K-O,33,5,1
icsd-82936,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd-148034,A2B_tP6_136_f_a:O-Sn,6,2,1
icsd-138336,ABC_oP12_62_c_c_c:Ba-Cl-H,12,3,1
icsd_62349,A2B2C5D_mP40_14_2e_2e_5e_e:B-Li-O-Pb,40,10,1
icsd-145256,A2B_cF24_227_c_b:Fe-Tb,24,2,1
icsd-145313,AB7C2D2_tP24_113_a_cef_e_e:Co-O-Si-Sr,24,6,1
icsd_57841,AB3C_oP20_62_c_cd_a:Ca-O-Zr,20,4,1
icsd-176189,ABCD3_oC24_63_c_c_a_cf:Ba-Cu-Ho-Se,24,5,1
icsd-144502,A2BC16D4_mP46_14_e_a_8e_2e:B-Cu-O-S,46,12,1
icsd-66737,A5B2_oP7_47_afgj_bc:O-Ta,7,6,1
icsd-70319,A3B_tP16_136_cj_f:Ga-Ru,16,3,1
icsd-126514,A6B_cP7_221_e_b:B-Ce,7,2,1
icsd-70899,A2B4C3_tP72_78_4a_8a_6a:I-P-S,72,18,1
icsd-175526,A6B2C_mP18_14_3e_e_a:Cl-Na-Pt,18,5,1
icsd_115492,AB2_tP6_136_a_f:Cr-O,6,2,1
icsd_136608,A2B3C_hP6_191_c_2g_a:B-Rh-Sm,6,4,1
icsd_127449,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-144781,AB7CD2E_mP48_14_e_7e_e_2e_e:K-O-Sc-Si-Sr,48,12,1
icsd_128246,ABC5D_aP16_2_i_i_5i_i:Bi-Gd-O-Si,16,8,1
icsd-70175,A3B2C2D5_tI24_139_ae_e_e_bg:Ba-H-Lu-O,24,6,1
icsd-59218,A4BC_mC24_15_2f_e_e:O-Sm-Ta,24,4,1
icsd-147841,A9B11_mP160_14_18e_22e:B-H,160,40,1
icsd-146753,ABCD_oP16_62_c_c_c_c:H-I-O-Pb,16,4,1
icsd-175033,A3B12CD17E2_hP70_194_h_2k_a_fh2k_f:Ca-H-Mn-O-S,70,9,1
icsd_123631,AB5CD_mP64_4_4a_20a_4a_4a:H-N-O-Pb,64,32,1
icsd-138361,A3B2C8D2_tP30_116_ci_e_2j_f:Hg-Na-Se-Sn,30,6,1
icsd-148063,A7B2_cF72_227_af_d:O-W,72,3,1
icsd-126685,A6BCD3E15_oP104_58_eg2h_g_g_ach_3g6h:B-C-Cd-K-O,104,18,1
icsd-139120,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd_128568,A2B3_hR30_167_c_e:Cr-O,30,2,1
icsd-149737,AB8C4D7E2_aP44_2_i_8i_4i_7i_2i:Ba-H-N-O-S,44,22,1
icsd-47197,A5B2C4D15E_oC108_40_b2c_c_abc_3b6c_b:Ba-Fe-In-S-Zn,108,17,1
icsd-168590,ABC_oP12_62_c_c_c:La-Mg-Sn,12,3,1
icsd_61477,AB3C_oP80_61_2c_6c_2c:Mn-O-Te,80,10,1
icsd-67171,A2B8C2D_hP13_164_d_di_d_a:K-O-P-Zr,13,5,1
icsd_126576,AB4C2D_tP32_90_ac_2g_g_bc:Br-O-Sb-Tm,32,7,1
icsd-138224,ABC3_oP20_62_a_c_cd:Cr-Er-O,20,4,1
icsd-144806,A2B4C_oP28_62_2c_4c_c:Gd-O-Sr,28,7,1
icsd_116590,A3BC8D14_mC52_8_3a_a_4b_4a5b:Ag-Cs-Ga-Se,52,17,1
icsd-46856,AB4CD_oP28_33_a_4a_a_a:Al-O-Rb-Si,28,7,1
icsd_128211,A2B13C2D3_oP80_19_2a_13a_2a_3a:Nb-O-P-Sr,80,20,1
icsd-175988,AB_cF8_225_a_b:Ge-Te,8,2,1
icsd-175822,A2B_oI12_71_eg_f:Te-U,12,3,1
icsd_62172,AB2CD5_mP18_4_a_2a_a_5a:Dy-H-N-O,18,9,1
icsd_124377,AB3C6D2E2_mC28_5_a_bc_3c_c_c:Bi-Cl-O-Pb-Se,28,8,1
icsd-145578,A2B2C9D2_oP60_60_d_d_c4d_d:Li-Ni-O-W,60,8,1
icsd-200561,A3B9C4_hR96_167_ac_ef_2c:Ba-O-Y,96,6,1
icsd-139209,AB6CD16E2F2_hR84_166_a_h_b_2c2h_c_c:Ba-Ca-F-O-P-Si,84,9,1
icsd_128704,A2B12C2DE6_oP92_62_ac_2c5d_2c_c_3d:Bi-Cl-H-O-Rb,92,15,1
icsd-176648,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-149664,AB2C3_hP12_194_c_bd_h:C-Na-O,12,4,1
icsd_127664,AB_tI32_141_h_h:O-Ti,32,2,1
icsd-137981,AB6C_oP128_61_2c_12c_2c:Al-O-P,128,16,1
icsd-144955,A2BC4D_oP16_31_b_a_2ab_a:Cu-Mn-S-Si,16,6,1
icsd-138377,AB2C2DE4_oC40_63_c_f_g_c_2f:B-C-F-Li-O,40,6,1
icsd-45850,AB5CD15_oP88_33_a_5a_a_15a:Cu-I-La-O,88,22,1
icsd_124418,A3BC11D_hR96_167_e_a_cef_b:N-Np-O-Rb,96,6,1
icsd-46285,A6B8C2D_cF68_225_e_f_c_a:Br-H-N-Os,68,4,1
icsd_57103,A2BC2_tI10_139_d_a_e:Cu-Pr-Si,10,3,1
icsd-46790,A2B3C13D3_aP84_1_8a_12a_52a_12a:H-Lu-O-P,84,84,1
icsd-129423,A4B3C4_oI22_71_eg_bf_n:Au-Ba-Mg,22,5,1
icsd-145352,A2B7C2_mC44_15_f_e3f_f:Cu-O-V,44,6,1
icsd-138398,ABC4D_tP14_129_c_c_2cf_c:Ag-Eu-O-Ti,14,6,1
icsd-147695,AB_oP16_61_c_c:O-Sn,16,2,1
icsd-67167,A2B8C2D_hP13_147_d_dg_d_a:K-O-P-Zr,13,5,1
icsd-48624,ABC3D_oC24_63_c_c_cf_a:Cu-Na-S-U,24,5,1
icsd-139073,A4B2C_hR21_166_2c_c_a:F-La-Se,21,4,1
icsd-70358,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd_87132,A20B3C6DE41F2_hP146_176_f3i_h_i_b_fh6i_e:B-Eu-Gd-Mg-O-S,146,16,1
icsd-146657,ABCD_tP8_129_a_c_b_c:Cu-La-O-S,8,4,1
icsd-64198,AB_cF8_225_a_b:Mn-N,8,2,1
icsd_127408,A4BC10D2_mP34_14_2e_a_5e_e:B-Cu-O-Tb,34,9,1
icsd_125435,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd-64177,A15BC2D7E30_hR165_155_d2f_b_c_ade_5f:B-Ca-In-K-O,165,13,1
icsd_92275,AB4C_oP24_62_a_2cd_c:Cu-O-S,24,5,1
icsd_128342,AB4C_hP108_176_hi_2h5i_hi:Al-O-P,108,11,1
icsd-175422,A4B2C7_hP26_165_cd_d_ag:Ge-Na-O,26,5,1
icsd-148472,A6BC8D_cF64_216_f_c_2e_a:Cu-Ge-Se-W,64,5,1
icsd_84525,A3BC_oP20_62_cd_c_a:Br-Cs-Pb,20,4,1
icsd_128529,AB5CD2_mP36_14_e_5e_e_2e:H-O-P-Sb,36,9,1
icsd_128179,A_cF4_225_a:Cu,4,1,1
icsd-148864,AB2C34D8_aP45_2_a_i_17i_4i:Mg-Na-O-U,45,23,1
icsd_115607,A3BC6_hR30_146_3a_a_2b:Mn-Mo-O,30,6,1
icsd_124859,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd_128483,AB6C2D2E_tP48_136_c_efk_fg_j_d:F-O-Rb-Si-Tm,48,8,1
icsd-119492,A4B35C6_aP90_2_4i_35i_6i:Na-O-W,90,45,1
icsd_61965,A6BC12D2E2_hP23_162_2k_a_4k_c_d:C-Fe-N-Na-Sn,23,9,1
icsd-76721,A2B2C7D2E_oC56_40_c_2b_b3c_c_a:Cu-Na-S-Sn-Sr,56,9,1
icsd_136864,A16B3C_mP80_14_16e_3e_e:O-Re-Y,80,20,1
icsd-176936,A3BC_oP20_62_cd_a_c:O-Ru-Sm,20,4,1
icsd-175619,A4B2CD2E12_mP84_14_4e_2e_e_2e_12e:B-Ba-Cd-Eu-O,84,21,1
icsd-144797,A_cP8_223_ac:La,8,2,1
icsd_128250,A9BCD28E7_hR276_161_3b_a_a_a9b_a2b:Ca-Co-H-O-P,276,18,1
icsd-175863,A6B2C_cF36_225_e_c_a:Cl-Cs-Hf,36,3,1
icsd-146600,A2BC6D_cF40_225_c_a_e_b:Ba-Er-O-Sb,40,4,1
icsd-147912,ABCD4_mP28_7_2a_2a_2a_8a:Br-La-Mo-O,28,14,1
icsd-137743,AB4CDE_mP32_14_e_4e_e_e_e:Cl-O-S-Ti-Zn,32,8,1
icsd-175530,A6B2C_mP18_14_3e_e_a:Br-Na-Pt,18,5,1
icsd-175160,A9B3C2_hP28_194_hk_bf_f:Cl-Cs-Rh,28,5,1
icsd-202008,A4B_oC10_65_q_a:Ge-Mn,10,2,1
icsd-138009,A10B10CD_aP44_2_10i_10i_ae_i:H-O-Pt-S,44,23,1
icsd-147504,A6B2CD_cF40_225_e_c_a_b:F-K-Li-Sc,40,4,1
icsd-145169,A3B3CD8_hP45_174_3k_3j_ace_3j5k:Ga-Mg-Na-Se,45,17,1
icsd-147154,AB14C2D3_hR60_166_a_c2h_c_bc:Ba-O-P-W,60,7,1
icsd-177018,A3BC_tI10_107_ab_a_a:Al-Cu-Nd,10,4,1
icsd-175025,A2B3_hR30_167_c_e:Al-O,30,2,1
