mpID,wyckoff,number_of_atoms,equivalent_wyckoff_labels_number,synthesisability
icsd_124791,AB4C4_cF72_227_a_e_e:Ag-Mo-O,72,3,1
icsd-147459,A5B2_oP14_59_a2e_e:O-V,14,4,1
icsd_115865,AB3C_oP20_62_a_cd_c:Fe-O-Y,20,4,1
icsd-129315,A2B3C2D15E3F_mP52_11_f_ef_f_3e6f_ef_e:Fe-H-Mn-O-P-Pb,52,16,1
icsd-176304,A8B15C3D_oP108_33_8a_15a_3a_a:Na-O-S-Se,108,27,1
icsd_127447,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-173106,AB6C2D_tI20_87_a_eh_d_b:Cu-O-Sr-W,20,5,1
icsd-126849,A2B5C_oP16_55_h_agh_c:Ce-S-Sn,16,5,1
icsd_136606,A2BC3_hP6_191_c_a_2g:B-Pr-Rh,6,4,1
icsd-174769,AB2C4_cF56_227_a_d_e:Co-Cr-O,56,3,1
icsd-139315,A2B3CD8_mP28_4_2a_3a_a_8a:As-Cs-La-S,28,14,1
icsd-146618,ABC4_oC24_63_c_a_fg:Cr-Cu-O,24,4,1
icsd-129467,AB4C3D_mP36_14_e_4e_3e_e:C-H-O-S,36,9,1
icsd-148174,AB2C5DE_mP40_14_e_2e_5e_e_e:F-H-O-S-Y,40,10,1
icsd_136877,AB18C16D2_mP74_14_a_9e_8e_e:Fe-H-O-S,74,19,1
icsd-174918,AB2C2_tI10_139_a_d_e:Er-Fe-Si,10,3,1
icsd-45951,A2B3_hR15_166_c_ac:Bi-Te,15,3,1
icsd-126638,A4B4C4D_hR78_166_cde_ch_ch_c:Ge-N-O-Sn,78,8,1
icsd-149765,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-77089,A2B3C3D13_hP42_190_f_h_g_cghi:Ge-K-Nb-O,42,7,1
icsd-41912,A4B2C7_oP208_61_8c_4c_14c:Ga-Na-S,208,26,1
icsd-70609,AB3C_tP5_99_b_ac_a:Ba-O-Ti,5,4,1
icsd_128185,A2B_mP12_14_2e_e:O-Zr,12,3,1
icsd-176533,A2BCD4_tP8_123_h_a_b_i:Bi-Cl-Lu-O,8,4,1
icsd-63926,A3B12C2_tP34_113_ae_2e2f_e:Mo-O-Y,34,7,1
icsd-129488,A2B4C4D_mP22_11_ae_bef_2ef_e:Eu-Li-P-Si,22,9,1
icsd-47829,AB5CD_oP64_33_2a_10a_2a_2a:K-O-P-V,64,16,1
icsd_127159,A2BC6D_mP20_14_e_a_3e_d:Gd-Ni-O-Ti,20,6,1
icsd_119908,A8B7C32D4E_oP104_55_4g_a3g_16g_2g_c:C-Cl-H-N-Sb,104,27,1
icsd-147844,A18B22C_oP328_61_18c_22c_c:B-H-S,328,41,1
icsd_137509,ABC3_hR60_167_c_c_f:Bi-Si-Te,60,3,1
icsd-175466,A3B4C_oP32_62_cd_2cd_c:Cs-O-V,32,6,1
icsd-49358,AB18C4_mP46_14_a_9e_2e:Cd-O-S,46,12,1
icsd-175523,A6B2C_cF36_225_e_c_a:I-K-Pt,36,3,1
icsd-137750,ABC4DE_mP32_14_e_e_4e_e_e:Cl-Cs-O-Se-Zn,32,8,1
icsd-146613,ABC_tI12_109_a_a_a:Al-Ge-Nd,12,3,1
icsd-201267,AB8C2D_mC24_12_a_2ij_i_c:K-O-S-Sc,24,6,1
icsd_62823,ABC3_mC20_12_g_i_ij:Mn-P-S,20,4,1
icsd-64758,A12B28CD2E30_aP73_2_6i_14i_a_i_15i:B-H-Mg-N-O,73,37,1
icsd-146097,A4B12C2D4E_aP23_2_2i_6i_i_2i_a:Cl-H-N-O-U,23,12,1
icsd_126820,A2BCD6_mP20_14_e_a_d_3e:Dy-Fe-Mn-O,20,6,1
icsd-149732,AB_cF8_225_a_b:Cr-N,8,2,1
icsd-145341,A2B3C5_tP40_128_h_dh_egh:Ho-Re-Si,40,6,1
icsd_137362,A3BC2D3_oP36_62_3c_c_2c_3c:Ba-Cd-F-Se,36,9,1
icsd-147686,A3B3C_cF112_227_ce_f_d:Fe-Mo-N,112,4,1
icsd-145711,ABC2_hP8_194_a_c_f:C-Ga-V,8,3,1
icsd-138221,AB3C_oP20_62_a_cd_c:Cr-O-Tb,20,4,1
icsd_85235,AB3C_oP20_62_a_cd_c:Cr-O-Tb,20,4,1
icsd-129430,A3B3C13_oP152_60_2c2d_3d_a3c11d:Ca-Ru-Zn,152,22,1
icsd_123634,AB6C15D9E4_oP140_29_a_6a_15a_9a_4a:Cl-H-N-O-Pb,140,35,1
icsd-43094,A_cF8_227_a:Si,8,1,1
icsd-147239,A2B5CD_oC36_63_2c_ch_c_c:Cs-F-Mo-O,36,6,1
icsd-46296,AB2CD2_oP24_62_c_2c_c_2c:As-Ba-Ga-O,24,6,1
icsd-138364,A5B3C_tP36_130_cg_cf_b:H-Na-Zn,36,5,1
icsd-149227,ABCD4_mP28_7_2a_2a_2a_8a:Br-Ce-Mo-O,28,14,1
icsd-202559,A4BC_tP12_129_acf_c_c:F-Pb-Sn,12,5,1
icsd-126403,AB6C2D_cF40_225_a_e_c_b:Bi-Cl-Cs-Na,40,4,1
icsd-42955,A2BC4_hR21_166_c_a_2c:Sb-Sn-Te,21,4,1
icsd_92266,AB4C_oP24_62_a_2cd_c:Cu-O-S,24,5,1
icsd-45639,A2B4C_cF56_227_c_e_b:Fe-O-Zn,56,3,1
icsd-126950,A4B_mC60_15_ce5f_ef:F-U,60,9,1
icsd-146351,A2BC4D_tP8_123_h_a_i_b:Bi-Cl-O-Y,8,4,1
icsd-126815,AB8C16D4E2_aP31_2_a_4i_8i_2i_i:Co-H-O-P-Rb,31,16,1
icsd-70432,AB2C12_mC60_15_e_f_6f:Ag-Au-F,60,8,1
icsd_125076,AB4C6D_aP24_1_2a_8a_12a_2a:Cu-H-O-U,24,24,1
icsd-70598,AB3C_oC10_38_a_ae_b:Ba-O-Ti,10,4,1
icsd-147956,AB15C5D2_aP92_2_2i_30i_10i_4i:K-O-P-Sr,92,46,1
icsd_115993,A2B5C2D3_tI24_139_e_ag_e_be:Cl-O-Sc-Sr,24,6,1
icsd_119549,A4B3C_oF64_69_gho_gl_g:Bi-Ti-Yb,64,6,1
icsd-145068,A2B2C6D2E3_oP60_62_2c_2c_2c2d_2c_3c:Br-H-O-P-Pb,60,13,1
icsd-129349,AB4C2_oP56_33_2a_8a_4a:Ge-O-Sr,56,14,1
icsd-174959,ABC2D3E_mP32_14_e_e_2e_3e_e:Cl-Cs-H-O-Se,32,8,1
icsd-145707,A17B15_cP64_221_acfm_eij:Pd-Se,64,7,1
icsd-67162,A2B7CD_oI44_46_c_b3c_a_b:Nb-O-Rb-Sm,44,7,1
icsd-137592,A2B3C_hP12_147_abd_g_d:K-O-Se,12,5,1
icsd-145357,AB9C3D2_aP30_2_i_9i_3i_2i:Co-O-Se-Sr,30,15,1
icsd_59118,A2BC3_oC24_40_c_b_bc:Ge-P-W,24,4,1
icsd-149724,A3BC4_cP8_215_c_a_e:Cu-In-Se,8,3,1
icsd-137984,A2B_hP12_194_cg_f:O-Si,12,3,1
icsd_127661,A3BC_cP5_221_c_a_b:O-Sr-Ti,5,3,1
icsd-70648,A2B7C2_mP44_4_4a_14a_4a:La-O-Ti,44,22,1
icsd-139099,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd-73967,A3BC2_mC24_12_ij_g_hi:H-Li-O,24,5,1
icsd-149661,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd-139133,A9B2C3_mP56_14_9e_2e_3e:O-Sc-Te,56,14,1
icsd-53578,A5B4C11D2_oP88_19_5a_4a_11a_2a:Cd-H-O-V,88,22,1
icsd-147385,AB6CD2_mP20_14_a_3e_d_e:Ca-O-Os-Sr,20,6,1
icsd_123272,AB2_aP6_2_i_2i:Ir-S,6,3,1
icsd_126420,AB14C_cF128_227_b_cg_a:Gd-O-Ti,128,4,1
icsd_57413,AB3C4D3_hP22_194_a_g_ch_h:Ga-Mn-Sn-Zr,22,5,1
icsd-45855,ABC2_hR12_166_a_b_c:K-La-Se,12,3,1
icsd_122930,AB6C2D_cF40_225_a_e_c_b:Ag-Cl-Cs-In,40,4,1
icsd_127118,A_mP16_14_4e:C,16,4,1
icsd-126946,A2B2C9D2_oP60_60_d_d_c4d_d:Li-Ni-O-W,60,8,1
icsd-64172,AB2C10D3_mP32_11_e_f_2e4f_ef:Ba-Lu-O-Si,32,10,1
icsd_128347,ABC3_cP5_221_b_a_c:Al-La-O,5,3,1
icsd-70998,A13B12CD29E6_hR183_155_a2f_2f_b_cd4f_f:B-H-Na-O-Rb,183,13,1
icsd-137654,A2B3CD14_hR60_166_c_d_a_c2h:As-Fe-La-O,60,6,1
icsd-175427,A6B34C12D3_mC110_12_3i_h6i5j_2i2j_ai:Cs-O-Si-U,110,21,1
icsd_137548,AB10C3D14_aP56_2_i_10i_3i_14i:Er-H-N-O,56,28,1
icsd-145091,A2B_hP3_191_c_b:B-Mg,3,2,1
icsd-70977,A12BC4D2E18_oP148_60_6d_c_2d_d_9d:B-Ba-F-Na-O,148,19,1
icsd-145584,A4B7C4_hP30_186_ac_b2c_bc:Ge-Mg-Pt,30,7,1
icsd-175098,A5BC8_mP56_4_10a_2a_16a:Ga-K-S,56,28,1
icsd_115985,A3B11C5_hP57_143_3d_11d_3a3b3d:Ge-O-Pb,57,23,1
icsd-175831,A2BC_mC16_5_2c_c_c:I-Nb-O,16,4,1
icsd-146652,ABCD_tP8_129_c_a_b_c:Bi-Li-O-Se,8,4,1
icsd_125430,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd-54655,A8B3C2_hR39_166_ch_ac_c:O-Sr-V,39,5,1
icsd_128486,ABC6D2E2_tP48_136_c_d_efk_fg_j:F-Lu-O-Rb-Si,48,8,1
icsd-149773,A2B3_hR15_166_c_ac:Bi-Se,15,3,1
icsd-177271,ABC2_mC16_15_c_e_f:Ag-Fe-O,16,3,1
icsd_137323,ABC5D2E12F2_mP92_14_e_e_5e_2e_12e_2e:Cu-F-H-Ho-O-S,92,23,1
icsd_60222,A2B_oP12_60_d_c:O-Re,12,2,1
icsd-138260,A9B4C12D3E8F2_mP76_11_3e3f_2ef_2e5f_ef_4f_f:F-Fe-H-N-O-P,76,23,1
icsd-177621,AB_oP8_62_c_c:As-Cr,8,2,1
icsd_136861,A14B3C_mC72_5_14c_3c_ab:O-Re-Tb,72,19,1
icsd-129164,A4B14C4D2E_aP50_2_4i_14i_4i_2i_ae:C-H-I-N-Sn,50,26,1
icsd-148477,ABC2_hR12_166_a_b_c:Cu-Fe-O,12,3,1
icsd-177764,AB2C12_tI60_109_a_b_2b2c:Ce-Ge-Pd,60,6,1
icsd_136924,ABC4DE_mP32_14_e_e_4e_e_e:Cu-F-O-P-Pb,32,8,1
icsd-76231,A3B2C4D_mP40_14_3e_2e_4e_e:Ca-Cl-O-Si,40,10,1
icsd_64324,AB3C_oP20_62_a_cd_c:Fe-O-Yb,20,4,1
icsd-48733,A6B5C18_tI232_142_dg_bg_e2f3g:Co-Ho-Sn,232,10,1
icsd-48363,A6BC2_hP27_150_3g_ad_ef:O-Te-Tl,27,7,1
icsd-137603,A4B_tI10_139_de_a:Al-Eu,10,3,1
icsd-175470,ABC2D6_mP20_4_a_a_2a_6a:Dy-K-P-S,20,10,1
icsd_57297,ABCD3_oP24_19_a_a_a_3a:B-Ba-H-O,24,6,1
icsd-45678,ABC2D4_mP16_7_a_a_2a_4a:Co-Ge-Li-O,16,8,1
icsd_139151,A2B3_hR30_167_c_e:Al-O,30,2,1
icsd-64060,AB6C4D2E_mP56_14_e_6e_4e_2e_e:Ca-F-H-O-Ti,56,14,1
icsd-144792,A_tI2_139_a:La,2,1,1
icsd-146605,AB6CD2_mP20_14_a_3e_d_e:Dy-O-Sb-Sr,20,6,1
icsd-175866,A6B2C_cF36_225_e_c_a:Cl-Cs-Re,36,3,1
icsd-137746,AB4CD4EF_mP48_14_e_4e_e_4e_e_e:Br-H-N-O-S-Zn,48,12,1
icsd-52502,AB5C4_mP20_11_e_a2ef_2ef:Al-Li-Se,20,8,1
icsd-145029,A30BC3D6_hP80_165_5g_a_bd_g:F-Fe-Na-Np,80,9,1
icsd_116757,AB3C_tI80_109_c_4bc_4a:As-Pd-Sr,80,10,1
icsd_129203,ABCD2E4_oP72_60_d_2c_d_2d_4d:As-F-Mg-Na-O,72,10,1
icsd-49159,A6B7C4_oC34_65_ghj_aep_q:Sb-Yb-Zn,34,7,1
icsd_124431,A4B11C_hR96_167_be_cef_a:N-O-U,96,6,1
icsd-46306,A7B9C5_hP21_174_ajk_2jk_cfk:P-Pd-Tm,21,9,1
icsd-146941,AB5C2_oP32_62_c_5c_2c:Ni-Se-Ta,32,8,1
icsd-137802,AB2_oF48_70_e_ef:Co-In,48,3,1
icsd-48748,AB5C2_mC32_12_i_5i_2i:Li-O-V,32,8,1
icsd_116813,A2B3C3D2_tP10_123_g_ae_df_h:As-Cr-O-Sr,10,6,1
icsd_125365,A2B3C_oC24_40_c_a2b_b:Na-S-Sn,24,5,1
icsd_128557,AB_hP4_186_b_b:S-Zn,4,2,1
icsd_54706,ABC_cF12_216_a_c_b:Mg-Pd-Sb,12,3,1
icsd-149708,A3B2CD2_oP32_33_3a_2a_a_2a:F-K-Nb-O,32,8,1
icsd-47901,A2BC_hR12_166_c_a_b:N-Sr-Zr,12,3,1
icsd-146804,AB4C2D_mP32_14_e_4e_2e_e:C-H-N-Se,32,8,1
icsd-144839,AB_cF8_225_a_b:Ni-O,8,2,1
icsd-48174,A7B2C2_cF88_227_af_d_c:O-Ti-Y,88,4,1
icsd_127421,A2B_hP9_152_c_a:O-Si,9,2,1
icsd-146384,A2BC2_tI10_139_e_a_d:Ge-La-Mn,10,3,1
icsd-176732,AB6C2D_tI20_139_a_eh_d_b:Bi-Cl-Cs-Na,20,5,1
icsd-177089,A3B4_cI28_220_a_c:C-Dy,28,2,1
icsd-177573,AB3C_cP5_221_a_c_b:K-O-Os,5,3,1
icsd-148230,ABC2D6E2_oP48_55_h_g_2g_2g2i_2h:Cl-K-N-O-Rb,48,10,1
icsd-147080,A3B_cP4_221_c_a:Fe-Pt,4,2,1
icsd-128974,A3BC9D_oP56_62_a2c_c_5c2d_c:Cu-Mo-O-S,56,12,1
icsd-82374,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd_124718,A2B2C10DE2_mP34_14_e_e_5e_a_e:B-Na-O-Te-Y,34,9,1
icsd-145117,ABC2_tP4_123_a_b_h:In-Ru-Tm,4,3,1
icsd-146691,A2BC3_aP48_2_bcdh6i_4i_12i:Cu-Ir-O,48,26,1
icsd-149564,A2B_hP3_191_c_b:B-Zr,3,2,1
icsd_61624,A2B_oC48_20_ab3c_2c:Na-Tl,48,7,1
icsd_128691,A6B9C48D2E4_aP69_2_3i_a4i_24i_i_2i:As-Na-O-Pt-W,69,35,1
icsd-149134,A3B6C6D4_cI38_217_b_d_e_c:Co-F-O-Sb,38,4,1
icsd_127134,A_mP16_13_4g:C,16,4,1
icsd_117582,ABC3_cP5_221_a_b_c:Ba-Fe-O,5,3,1
icsd-139236,ABCD3_oP24_62_c_c_c_3c:Cu-Gd-Sr-Te,24,6,1
icsd_119965,AB_oC8_63_c_c:Ni-Pr,8,2,1
icsd-47794,A2B_tP6_137_d_a:O-Zr,6,2,1
icsd-42742,AB_hP12_194_cf_de:Cu-S,12,4,1
icsd-146015,A3BC2D10_hR384_167_2f_be_cf_2c6f:B-Cs-P-S,384,14,1
icsd_124935,A2BC24D4_mC124_9_2a_a_24a_4a:Au-Ba-N-O,124,31,1
icsd_63567,A4B6C4D18E167F36_aP470_2_4i_be5i_4i_18i_167i_36i:As-Cs-Dy-K-O-W,470,236,1
icsd-433049,A5B5C_mP88_14_10e_10e_2e:B-H-Tl,88,22,1
icsd-70633,ABC_hP6_186_b_a_b:Au-Gd-Ge,6,3,1
icsd-176509,AB3C_oC10_38_a_bd_b:Nb-O-Rb,10,4,1
icsd_124036,AB2CD6E_mP44_14_e_2e_e_6e_e:Au-C-Cl-H-S,44,11,1
icsd-145793,A10B5C22D3_oP80_31_2a4b_a2b_4a9b_ab:B-H-O-Tb,80,24,1
icsd-47813,A18B3C9D4E_cP140_198_6b_3a_3b_ab_a:H-Na-O-S-Sb,140,15,1
icsd-175325,A3B4C_oP16_31_ab_2ab_a:Li-O-V,16,6,1
icsd-174922,A2BC4_tP28_135_h_d_gh:As-Cu-O,28,4,1
icsd-47956,A2BCD2_mP24_14_2e_e_e_2e:C-Cu-K-N,24,6,1
icsd-144497,A2BC16D4_mP46_14_e_a_8e_2e:B-Cu-O-S,46,12,1
icsd-70326,A2B2C8D_oP52_62_d_d_2c3d_c:B-Ge-O-Sr,52,8,1
icsd-175149,A4BC14D2_mC84_15_2f_e_7f_f:I-Mo-O-Rb,84,11,1
icsd-145005,AB3C_oP20_62_c_3c_c:Cs-I-Sn,20,5,1
icsd-175519,A6B2C_cF36_225_e_c_a:Cl-Cs-Pt,36,3,1
icsd-177524,A5B2C_mP32_14_5e_2e_e:O-Sb-Se,32,8,1
icsd_127026,A2B2C3D_aP16_2_2i_2i_3i_i:Ca-Cl-O-Te,16,8,1
icsd-139324,ABC2_oC16_63_c_c_f:Ba-Rh-Sn,16,3,1
icsd-144614,AB2CD6_mP20_14_a_e_d_3e:Ir-Nd-Ni-O,20,6,1
icsd-146629,A2BCD3_mP42_7_6a_3a_3a_9a:B-F-K-O,42,21,1
icsd_128279,A2B4C_oP28_62_ac_2cd_c:Mn-O-Si,28,6,1
icsd-149476,AB_cF8_225_a_b:Cl-Na,8,2,1
icsd_123966,AB5C_tP7_123_c_ai_b:Mn-Pd-Se,7,4,1
icsd-48436,A2BC3D6_mP48_14_2e_e_3e_6e:B-Lu-Na-O,48,12,1
icsd_128296,ABC4_cF24_216_a_c_e:Cd-La-Pt,24,3,1
icsd-139261,AB12C2D5_oP160_61_c_12c_2c_5c:Co-O-Rb-Si,160,20,1
icsd-173072,AB6C2D_tI20_87_a_eh_d_b:Cu-O-Sr-W,20,5,1
icsd_119898,A8BC6D3_aP36_2_8i_ae_6i_3i:C-Cu-H-O,36,19,1
icsd-138470,AB4C_mC384_9_16a_64a_16a:N-O-Pb,384,96,1
icsd-177461,ABC2D4_oP16_31_a_a_b_2ab:Cd-Ge-Li-O,16,6,1
icsd-144897,A4B2C6DE2_mP60_14_4e_2e_6e_e_2e:H-N-O-Pb-S,60,15,1
icsd-45838,AB9C_aP22_2_bd_9i_i:Co-O-S,22,12,1
icsd-147242,A22B4C3D4_mC132_15_11f_2f_ef_2f:F-O-Pb-W,132,17,1
icsd-174871,A3B2C7_oC48_63_cg_g_c2eg:La-Ni-O,48,7,1
icsd-201924,AB3C3_cP7_221_a_d_c:As-Ca-I,7,3,1
icsd-175763,A5B2C6_oP26_55_a2g_h_g2h:Eu-In-Sb,26,7,1
icsd-43145,ABC4_tI24_88_a_b_f:Ca-Mo-O,24,3,1
icsd_124889,AB4_cF40_227_a_e:Al-Yb,40,2,1
icsd-59548,A4BC_mP12_13_2g_e_f:O-Ta-Tm,12,4,1
icsd-54680,A2BC4_cF56_227_c_b_e:Al-Ni-O,56,3,1
icsd-42754,A9B5_hR42_166_a4c_b2c:Cu-S,42,8,1
icsd-45584,A2B3_hR30_167_c_e:Fe-O,30,2,1
icsd-70330,A2B2C8D_aP26_2_2i_2i_8i_i:B-Ge-O-Sr,26,13,1
icsd_127749,A16B11C2_mC464_15_2e31f_22f_4f:Ag-S-Sb,464,59,1
icsd-144481,A3B8CD2E16F4_mP136_14_3e_8e_e_2e_16e_4e:B-H-Li-N-O-P,136,34,1
icsd-147307,A2B15C4D4_mC100_15_f_e7f_2f_2f:Cs-O-V-Zn,100,13,1
icsd-126614,A2B2C7D_tP24_113_e_e_cef_a:Be-Dy-O-Si,24,6,1
icsd_93230,A2B5C_mC32_12_ei_3ij_i:Cu-O-S,32,7,1
icsd-170424,A5BCD5_oP48_62_c2d_c_c_c2d:C-Cl-Mn-O,48,8,1
icsd-146845,A2B8C_oP44_62_2c_2c3d_c:Ba-F-Hf,44,8,1
icsd-74689,AB2C2_hP5_164_a_d_d:Eu-Mn-P,5,3,1
icsd-54116,ABC3D_oC24_63_c_c_cf_a:Cu-Rb-S-Zr,24,5,1
icsd_115511,AB8C14D4E2_aP58_2_i_8i_14i_4i_2i:Ca-H-O-P-Ti,58,29,1
icsd_119532,A2B3C2D2_mC18_12_i_ai_i_i:O-S-Sb-Sr,18,5,1
icsd-147184,AB_oC8_63_c_c:B-Mn,8,2,1
icsd_127933,ABC3D_oC24_63_c_a_cf_c:Cu-Ho-Se-Sr,24,5,1
icsd-177477,A4B4C_tI216_142_cdefg_3g_ae:Na-Se-Sn,216,10,1
icsd-145506,AB10C3D_oP60_19_a_10a_3a_a:Cs-O-P-Th,60,15,1
icsd-177027,A2BCD_tI10_107_b_a_a_a:Al-Ce-Cu-Ga,10,4,1
icsd_137175,AB5C2_mC96_15_af_e7f_3f:Ba-O-Si,96,13,1
icsd-147491,AB3_hP24_194_cf_abdk:Ce-Ni,24,6,1
icsd-126478,ABC_tP6_129_c_c_a:Cl-Dy-O,6,3,1
icsd_127525,AB4C_oP24_62_c_2cd_c:Ba-O-S,24,5,1
icsd-176636,A5BC2_tI32_140_cl_a_h:Cl-Cs-Pb,32,4,1
icsd_128280,AB2_mC6_12_a_i:Mn-O,6,2,1
icsd_127175,A5B3C2_tP40_128_egh_dh_h:Ge-Ru-Sm,40,6,1
icsd-70388,A2B_tP6_136_f_a:H-Mg,6,2,1
icsd-144593,ABC2_hR12_166_a_b_c:Ag-Co-O,12,3,1
icsd-82948,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd-139109,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd_128404,AB4_mP40_14_2e_8e:Mo-O,40,10,1
icsd-146957,A5BC2_mP32_14_5e_e_2e:Cl-In-Pb,32,8,1
icsd-145382,AB3C4D12_cI40_204_a_b_c_g:Ca-Cu-Mn-O,40,4,1
icsd_124427,A2B4C14D_mP42_14_e_2e_7e_a:Cs-N-O-U,42,11,1
icsd_129215,A2B4C_oP28_62_ac_2cd_c:Fe-O-Si,28,6,1
icsd-175671,A_cF4_225_a:Pb,4,1,1
icsd-429540,ABC3_mP40_14_2e_2e_6e:As-La-O,40,10,1
icsd-47917,AB2CD5_mP36_4_2a_4a_2a_10a:As-Ba-Sb-Se,36,18,1
icsd-126643,AB3C4DE5F_aP30_2_i_3i_4i_i_5i_i:C-Cl-H-Li-O-S,30,15,1
icsd_54710,A2B7C2_mP44_14_2e_7e_2e:Co-O-V,44,11,1
icsd-148676,A3BC2D6_oC192_36_2a5b_2ab_2a3b_4a10b:B-Br-Ca-O,192,29,1
icsd-129365,A8B3C2_hR39_166_ch_ac_c:O-Sr-V,39,5,1
icsd_127964,AB3C3D3_aP20_2_i_3i_3i_3i:B-Nd-O-S,20,10,1
icsd-138124,AB11C4D_mP34_11_e_5e3f_aef_e:Au-F-H-Sr,34,13,1
icsd-176724,AB6C2D_cF40_225_a_e_c_b:Bi-Cl-Cs-Na,40,4,1
icsd-146392,AB3C_oC10_38_a_bd_b:Nb-O-Rb,10,4,1
icsd-146668,A2B6C_mP36_14_2e_6e_e:Ba-Cl-Co,36,9,1
icsd-145947,A3BC8_tI24_121_ad_b_2i:K-Nd-O,24,5,1
icsd_127437,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-139220,A3BC2D2_aP32_2_6i_2i_4i_4i:F-Mo-Na-O,32,16,1
icsd_119973,AB4C14D6_oP50_55_a_2g_4g3h_3h:Fe-Pb-S-Sb,50,13,1
icsd_127122,A_oP32_60_4d:C,32,4,1
icsd_127088,A_mP16_14_4e:C,16,4,1
icsd-70808,A3B11C3D2_mP76_14_3e_11e_3e_2e:Li-O-P-V,76,19,1
icsd-138061,A3B12C7_hR66_148_ac_2f_bf:Ir-O-Rb,66,6,1
icsd-48924,ABC6D2E_aP22_2_i_i_6i_2i_i:F-Fe-O-P-Rb,22,11,1
icsd-145526,AB4C_hP18_180_c_k_d:Ca-O-S,18,3,1
icsd-148744,AB2_tP6_136_a_f:Cr-O,6,2,1
icsd-138446,A6BC10_hP102_154_6c_c_ab9c:Ga-Sn-Te,102,18,1
icsd-126458,A4B12C3_oC76_41_2b_6b_ab:Bi-O-Ti,76,10,1
icsd-176616,A4B2C8D_oI60_72_fj_j_2jk_a:K-P-S-Sr,60,7,1
icsd-139257,AB12C2D5_oP160_61_c_12c_2c_5c:Co-O-Rb-Si,160,20,1
icsd_127440,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-144788,A_cF4_225_a:La,4,1,1
icsd-176303,A2B2C7DE_mP52_14_2e_2e_7e_e_e:H-Na-O-S-Se,52,13,1
icsd-48545,A6B12CD_hR60_148_f_2f_a_b:Bi-I-Pt-Sn,60,5,1
icsd-48816,ABC_hP9_189_f_bc_g:Ag-As-Ca,9,4,1
icsd-145033,A3B_oP16_62_cd_c:H-La,16,3,1
icsd-432052,A3B4CD3_hR33_146_b_ab_a_b:F-O-P-Sn,33,5,1
icsd-176180,ABC3_oP20_62_c_c_3c:Cr-Sb-Se,20,5,1
icsd-70310,A2B2CDE3_oP36_62_2c_2c_c_c_3c:Ba-F-In-K-S,36,9,1
icsd_124846,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd-147327,A7B34C7_mC96_12_aij_3i7j_dij:Ba-F-Fe,96,16,1
icsd-174914,AB2C2_tI10_139_a_d_e:Er-Fe-Si,10,3,1
icsd-200753,A3B16C7_hR468_167_bcf_2e7f_3ce2f:Bi-Cl-K,468,18,1
icsd-148197,AB2C7D2_oP48_33_a_2a_7a_2a:Ca-Li-O-Ta,48,12,1
icsd_136894,ABC3_hR30_167_a_b_e:C-Ca-O,30,3,1
icsd-146920,A10B2C3DE16_mC128_15_5f_f_ef_e_8f:B-F-K-Na-O,128,17,1
icsd-70255,A3B3C11_cP68_201_be_g_efh:Bi-Ir-O,68,6,1
icsd-119931,A2BC2D6_hR33_166_c_a_c_h:C-Ca-K-O,33,4,1
icsd_128189,AB_hP12_194_cf_de:Cu-Se,12,4,1
icsd-70605,AB3C_tP5_99_b_ac_a:Ba-O-Ti,5,4,1
icsd-139200,AB2C3D3_hR54_166_c_ad_h_h:Cl-Fe-H-O,54,5,1
icsd_127102,A_oP32_56_4e:C,32,4,1
icsd-176641,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-45635,A2B4C_cF56_227_c_e_b:Mn-O-Zn,56,3,1
icsd-161184,A6B2CD_cF40_225_e_c_a_b:Cl-Cs-In-Na,40,4,1
icsd_62194,A2BC5D_mP18_4_2a_a_5a_a:H-N-O-Tb,18,9,1
icsd-177050,AB2C_hP8_194_a_f_c:C-Hf-Se,8,3,1
icsd_96679,A2B5C2D_mC40_15_f_e2f_f_e:Cs-S-Sb-Zn,40,6,1
icsd-145571,A2B_tI6_139_e_a:Si-W,6,2,1
icsd-70982,A8B20CD_mP120_14_8e_20e_e_e:B-O-Re-Sm,120,30,1
icsd-175082,A3B12C6D_mP44_13_eg_6g_3g_f:Cl-H-O-Tb,44,12,1
icsd_119545,A4BC3_oF64_69_gho_g_gl:Bi-Gd-Ti,64,6,1
icsd-145434,A3B6C_cF40_225_ac_e_b:Cs-F-Ga,40,4,1
icsd-77251,AB_hP4_186_b_b:S-Zn,4,2,1
icsd-70594,ABC_tP6_129_a_c_c:F-Gd-S,6,3,1
icsd-64187,AB_cF8_225_a_b:Mn-N,8,2,1
icsd_127047,AB3_cP8_223_a_c:Sn-Ti,8,2,1
